Strategy,CAGR,Ann. Vol,Sharpe,Max DD,Calmar,bucket,target_dte,roll_dte,stop_loss_rolls,misses,exit_misses,transaction_costs_paid,borrow_paid
20% OTM/120/30,-0.06035934079671745,0.5394504913398369,0.14966749569201154,-0.6695867099217528,-0.09014417386475752,20% OTM,120,30,16,3,31,0.5478,0.0854
20% OTM/120/45,-0.1625083629029398,0.4978570464952858,-0.11199878026137648,-0.6181702994297511,-0.26288607371277833,20% OTM,120,45,18,3,34,0.7902,0.0854
20% OTM/120/60,-0.18206075242874842,1.0331039744137922,0.3101610377704356,-0.7340564115630895,-0.2480201106629813,20% OTM,120,60,20,0,7,0.9733,0.0854
20% OTM/150/3,-0.12018878567034819,0.599283943463265,0.0781906232497512,-0.535277133811164,-0.2245356247792729,20% OTM,150,3,22,0,3,0.5141,0.0854
20% OTM/150/5,-0.09126643552091618,0.6686065713418736,0.18099385809414234,-0.6603922487198909,-0.13820034335325362,20% OTM,150,5,23,2,1,0.5447,0.0854
20% OTM/150/7,-0.09126643552091618,0.6686065713418736,0.18099385809414234,-0.6603922487198909,-0.13820034335325362,20% OTM,150,7,23,2,1,0.5447,0.0854
20% OTM/150/10,-0.3779147692940772,0.9532599127057966,-0.021102831545818084,-0.8544924793971748,-0.4422681046422873,20% OTM,150,10,18,0,3,0.8023,0.0854
20% OTM/150/14,-0.4629887383015673,1.5618401117353236,0.32492926497202745,-0.9440374658442661,-0.49043470736355776,20% OTM,150,14,15,0,0,0.338,0.0854
20% OTM/150/21,-0.33081572401212034,1.2843308145352308,0.33191858809027214,-0.8695195628790835,-0.3804580576850391,20% OTM,150,21,16,0,0,0.8159,0.0854
20% OTM/150/30,-0.12831774645324878,0.8071563641946742,0.25034516013229363,-0.6975543629893866,-0.18395375795993862,20% OTM,150,30,13,3,30,0.6385,0.0854
20% OTM/150/45,-0.2038069136428312,0.6223435758607306,-0.06890671508042784,-0.6850741071270471,-0.2974961562881477,20% OTM,150,45,12,3,35,0.5109,0.0854
20% OTM/150/60,-0.30419842201177183,1.237686755624174,0.30214016946698646,-0.8244572579522735,-0.3689680927393587,20% OTM,150,60,17,0,4,1.0164,0.0854
20% OTM/180/3,-0.04204645005852925,0.5760295958937143,0.2079175376212856,-0.5180743472773663,-0.08115910444031008,20% OTM,180,3,22,0,3,0.4801,0.0854
20% OTM/180/5,-0.08983699045990134,0.7201070801659422,0.21661919430563503,-0.7140113381588957,-0.12582011749498168,20% OTM,180,5,22,2,1,0.5665,0.0854
20% OTM/180/7,-0.08983699045990134,0.7201070801659422,0.21661919430563503,-0.7140113381588957,-0.12582011749498168,20% OTM,180,7,22,2,1,0.5665,0.0854
20% OTM/180/10,-0.38751713235444873,1.0431045138240895,0.04254575209368561,-0.8679758910134021,-0.4464607097577382,20% OTM,180,10,19,0,3,0.8184,0.0854
