Strategy,CAGR,Ann. Vol,Sharpe,Max DD,Calmar,bucket,target_dte,roll_dte,stop_loss_rolls,misses,exit_misses,transaction_costs_paid,borrow_paid
20% OTM/150/5,0.092859727193912,0.4712991754320766,0.4215888469557528,-0.34256232095764705,0.2710739667290869,20% OTM,150,5,25,2,1,0.0,0.0
20% OTM/150/7,0.092859727193912,0.4712991754320766,0.4215888469557528,-0.34256232095764705,0.2710739667290869,20% OTM,150,7,25,2,1,0.0,0.0
20% OTM/150/10,0.006709958847894049,0.5169225703443018,0.269702349727359,-0.38310495870727623,0.017514675013697776,20% OTM,150,10,22,0,1,0.0,0.0
20% OTM/150/14,-0.19260474052412857,0.7483129026461686,0.08029202935090912,-0.6228920209865867,-0.30921047956123376,20% OTM,150,14,19,0,0,0.0,0.0
20% OTM/150/21,-0.002281322527519669,0.6430181835505698,0.3194608788170735,-0.5281547236213038,-0.004319420854324153,20% OTM,150,21,21,0,0,0.0,0.0
20% OTM/150/30,0.055889851600590346,0.5496941262625347,0.37451839894274813,-0.5673750587492219,0.09850600716182256,20% OTM,150,30,16,3,30,0.0,0.0
20% OTM/150/45,0.01110836934070858,0.43442540974671057,0.2384214978336374,-0.46598448813969384,0.023838495965939725,20% OTM,150,45,14,3,35,0.0,0.0
20% OTM/150/60,0.08930008460375727,0.5212055905479696,0.4220175206349484,-0.4555942610001865,0.19600792250480237,20% OTM,150,60,22,0,4,0.0,0.0
20% OTM/180/3,0.12103103724068487,0.4265930983922485,0.4810872951084617,-0.34256232095764705,0.35331100309671426,20% OTM,180,3,24,0,3,0.0,0.0
20% OTM/180/5,0.07164482309477593,0.48218038426791554,0.381379061747795,-0.3696680035257166,0.19380855906235292,20% OTM,180,5,24,2,1,0.0,0.0
20% OTM/180/7,0.07164482309477593,0.48218038426791554,0.381379061747795,-0.3696680035257166,0.19380855906235292,20% OTM,180,7,24,2,1,0.0,0.0
20% OTM/180/10,-0.011054714872453686,0.5128699050402108,0.23271299284231914,-0.3803487756671746,-0.029064678473231496,20% OTM,180,10,22,0,1,0.0,0.0
20% OTM/180/14,-0.01751113313674979,0.5301433975525681,0.22678296531511602,-0.4558292114739735,-0.03841599593875441,20% OTM,180,14,22,0,0,0.0,0.0
20% OTM/180/21,-0.11992782673613145,0.588879583187255,0.07363302769037651,-0.5172271644794615,-0.23186683718908513,20% OTM,180,21,18,0,0,0.0,0.0
20% OTM/180/30,-0.010518637770671857,0.5257583021923403,0.24189606738570668,-0.5673750587492219,-0.018539126118550558,20% OTM,180,30,16,3,30,0.0,0.0
20% OTM/180/45,0.025843594189468577,0.45509686264012256,0.2814698897102727,-0.46598448813969384,0.055460202747609766,20% OTM,180,45,12,3,35,0.0,0.0
20% OTM/180/60,0.15692180155956303,0.5768899325528545,0.538175504127697,-0.4995426207062016,0.31413095710977224,20% OTM,180,60,21,0,5,0.0,0.0
