Strategy,CAGR,Ann. Vol,Sharpe,Max DD,Calmar,bucket,target_dte,roll_dte,stop_loss_rolls,misses
20% OTM/120/3,0.03676051814923342,0.6216112427556195,0.3695964858660968,-0.4903797163969066,0.07496337413654354,20% OTM,120,3,28,0
20% OTM/120/5,-0.02912510827234649,0.5570417355199996,0.2197020246948299,-0.4323943969561337,-0.0673577374669386,20% OTM,120,5,31,2
20% OTM/120/7,-0.02912510827234649,0.5570417355199996,0.2197020246948299,-0.4323943969561337,-0.0673577374669386,20% OTM,120,7,31,2
20% OTM/120/10,-0.07846576849925602,0.5971365590098551,0.1573177913229746,-0.5537558302197989,-0.14169741286175006,20% OTM,120,10,30,0
20% OTM/120/14,-0.19104759325329157,0.7826784879207711,0.11907215452510422,-0.696190819219493,-0.274418432388231,20% OTM,120,14,26,0
20% OTM/120/21,-0.0375618779929735,0.6223776134173978,0.25160195883984326,-0.5474046378642986,-0.06861812157734234,20% OTM,120,21,23,0
20% OTM/120/30,0.08095753087187463,0.39711414258756594,0.3920789386308074,-0.5673750587492219,0.14268785633676861,20% OTM,120,30,21,3
20% OTM/120/45,0.02826910458706844,0.35356828904845605,0.2554673882046626,-0.38584079003827354,0.07326624171660098,20% OTM,120,45,18,3
20% OTM/120/60,0.06931489312382322,0.762733558109547,0.4740188691823784,-0.7769641092795236,0.089212477508258,20% OTM,120,60,25,0
20% OTM/150/3,0.05102719319579663,0.4624046247200079,0.3352879525555571,-0.3433836530309128,0.1486011134933175,20% OTM,150,3,23,0
20% OTM/150/5,0.11984068360457645,0.46160426691279477,0.47325448994049524,-0.3433836530309128,0.3489993846439391,20% OTM,150,5,24,2
20% OTM/150/7,0.11984068360457645,0.46160426691279477,0.47325448994049524,-0.3433836530309128,0.3489993846439391,20% OTM,150,7,24,2
20% OTM/150/10,0.026050625417386453,0.5079452144915325,0.3024673937226003,-0.34436442163255054,0.075648422952309,20% OTM,150,10,22,0
20% OTM/150/14,-0.1429231440058638,0.6809766825069673,0.10761786305011051,-0.5675185049181297,-0.2518387378865856,20% OTM,150,14,18,0
20% OTM/150/21,0.02134185131591404,0.5887950908316607,0.33258660532538975,-0.47482942245257587,0.0449463540099931,20% OTM,150,21,20,0
20% OTM/150/30,0.0639058146258793,0.508944573519346,0.3765582854097696,-0.5673750587492219,0.11263416260623024,20% OTM,150,30,17,3
20% OTM/150/45,0.005929450023349103,0.4258737087801211,0.2214324616744426,-0.38584079003827354,0.015367608030143549,20% OTM,150,45,16,3
20% OTM/150/60,0.021184919825126824,0.7830142984343368,0.4134999313766851,-0.7667471783951266,0.0276296025887814,20% OTM,150,60,22,0
20% OTM/180/3,0.0882893996800116,0.45293706425295044,0.4108774579982186,-0.3433836530309128,0.25711590782122473,20% OTM,180,3,23,0
20% OTM/180/5,0.12781985400413975,0.4709468484262552,0.4880774852050752,-0.3433836530309128,0.3722362811273165,20% OTM,180,5,22,2
20% OTM/180/7,0.12781985400413975,0.4709468484262552,0.4880774852050752,-0.3433836530309128,0.3722362811273165,20% OTM,180,7,22,2
20% OTM/180/10,-0.0038201472077710186,0.5172187349309457,0.24838527191300208,-0.39530281185871863,-0.009663850327319048,20% OTM,180,10,20,0
20% OTM/180/14,0.009772267591274364,0.5094748562293153,0.26957179387519786,-0.40964159470356265,0.023855652642759753,20% OTM,180,14,19,0
20% OTM/180/21,-0.10443176753378247,0.5744682946385067,0.0921614097423453,-0.5203048483655088,-0.20071265501723756,20% OTM,180,21,17,0
20% OTM/180/30,-0.0832134209650719,0.48202922126243486,0.058232706798524124,-0.5673750587492219,-0.1466638684268495,20% OTM,180,30,15,3
20% OTM/180/45,0.015959686466854084,0.4553621666010593,0.2590400891926286,-0.38584079003827354,0.041363398787543845,20% OTM,180,45,13,3
20% OTM/180/60,0.10421925124909448,0.8438523288290747,0.5350231189023472,-0.765194375974606,0.13619970888619434,20% OTM,180,60,19,0
20% OTM/210/3,0.07865115036071368,0.5003650900165578,0.3984148981025104,-0.3433836530309128,0.2290474507638638,20% OTM,210,3,21,0
20% OTM/210/5,0.11541087450625298,0.48404383512992505,0.4644452100826256,-0.3433836530309128,0.3360989187678751,20% OTM,210,5,21,2
20% OTM/210/7,0.11541087450625298,0.48404383512992505,0.4644452100826256,-0.3433836530309128,0.3360989187678751,20% OTM,210,7,21,2
20% OTM/210/10,-0.007705094984569616,0.5211223196782396,0.24276963615506014,-0.4079232808960258,-0.018888588480767642,20% OTM,210,10,20,0
20% OTM/210/14,0.08898098420385492,0.5319858799799031,0.421973312481632,-0.42111503117219884,0.21129852324713044,20% OTM,210,14,19,0
20% OTM/210/21,0.06103569851189539,0.5092467857525672,0.36818253942390156,-0.38171841919160365,0.1598971792903148,20% OTM,210,21,17,0
20% OTM/210/30,-0.07254078433672473,0.5371383155460254,0.12514367556203426,-0.5673750587492219,-0.12785331892565185,20% OTM,210,30,14,3
20% OTM/210/45,0.012660767968373898,0.40079129513188033,0.2301512612388483,-0.38584079003827354,0.03281345128678077,20% OTM,210,45,13,3
20% OTM/210/60,-0.22860923335197225,0.9381384162384447,0.1917307555868478,-0.7944172659762032,-0.28776971894115433,20% OTM,210,60,17,0
20% OTM/240/3,0.07865115036071368,0.5003650900165578,0.3984148981025104,-0.3433836530309128,0.2290474507638638,20% OTM,240,3,21,0
20% OTM/240/5,0.11265899800067425,0.4822335321383633,0.4592203491090348,-0.3433836530309128,0.3280849190294223,20% OTM,240,5,21,2
20% OTM/240/7,0.11265899800067425,0.4822335321383633,0.4592203491090348,-0.3433836530309128,0.3280849190294223,20% OTM,240,7,21,2
20% OTM/240/10,-0.0020868698389228113,0.5192184986332145,0.2527156664663171,-0.4079232808960258,-0.005115839023305774,20% OTM,240,10,20,0
20% OTM/240/14,0.09331070143220921,0.5310500870985417,0.429309465558348,-0.42111503117219884,0.22158007794799747,20% OTM,240,14,19,0
20% OTM/240/21,-0.017307638163131855,0.5695964798083166,0.2531505966024217,-0.44455005568597095,-0.038932934417081545,20% OTM,240,21,17,0
20% OTM/240/30,-0.07254078433672473,0.5371383155460254,0.12514367556203426,-0.5673750587492219,-0.12785331892565185,20% OTM,240,30,14,3
20% OTM/240/45,0.012660767968373898,0.40079129513188033,0.2301512612388483,-0.38584079003827354,0.03281345128678077,20% OTM,240,45,13,3
20% OTM/240/60,-0.2220991024928901,0.9515132122977109,0.210955947315318,-0.7875635831806379,-0.2820078368732151,20% OTM,240,60,17,0
20% OTM/270/3,0.07865115036071368,0.5003650900165578,0.3984148981025104,-0.3433836530309128,0.2290474507638638,20% OTM,270,3,21,0
20% OTM/270/5,0.11265899800067425,0.4822335321383633,0.4592203491090348,-0.3433836530309128,0.3280849190294223,20% OTM,270,5,21,2
20% OTM/270/7,0.11265899800067425,0.4822335321383633,0.4592203491090348,-0.3433836530309128,0.3280849190294223,20% OTM,270,7,21,2
20% OTM/270/10,-0.0020868698389228113,0.5192184986332145,0.2527156664663171,-0.4079232808960258,-0.005115839023305774,20% OTM,270,10,20,0
20% OTM/270/14,-0.0422486608198922,0.5768921093633009,0.2096965459463262,-0.5309572132408784,-0.07957074462179936,20% OTM,270,14,19,0
20% OTM/270/21,-0.004210985341740359,0.54909385048887,0.26636230287551926,-0.44455005568597095,-0.009472466121374166,20% OTM,270,21,16,0
20% OTM/270/30,-0.07636407436750114,0.5086327415904794,0.0954168924041891,-0.5673750587492219,-0.13459187743614554,20% OTM,270,30,13,3
20% OTM/270/45,0.015263274867661103,0.38739979774375144,0.23185335847206437,-0.38584079003827354,0.039558479201089805,20% OTM,270,45,13,3
20% OTM/270/60,-0.2220991024928901,0.9515132122977109,0.210955947315318,-0.7875635831806379,-0.2820078368732151,20% OTM,270,60,17,0
